Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Quirós M.M., Miriam Miranda","7007180533","Institutional capacities for sustainable progress: Experiences from Costa Rica",2003,"Nederlandse Geografische Studies",,"320",,1,159,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4544233512&partnerID=40&md5=a92353d3afaa3210cb3d3f1ac693c6dc",Article,Final,"",Scopus,2-s2.0-4544233512
"Esquivel, A.","7003959798","Nematode fauna of Costa Rican protected areas",2003,"Nematropica",33,"2",,131,145,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3242697099&partnerID=40&md5=b09420e93e43417faa1e85e66349632a",Article,Final,"",Scopus,2-s2.0-3242697099
"Bustamante, W., Alpízar, A., Hernández, S., Pacheco, A., Vargas, N., Herrera, M.L., Vargas, Á., Caballero, M., García, F.","6507149845; 6507603492; 57540620200; 7102576702; 7003414656; 7202050002; 7101705950; 7102935169; 7401676685","Predominance of vanA Genotype among Vancomycin-Resistant Enterococcus Isolates from Poultry and Swine in Costa Rica",2003,"Applied and Environmental Microbiology",69,"12",,7414,7419,,22,10.1128/AEM.69.12.7414-7419.2003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2142854615&partnerID=40&md5=047d6e7d8caa14dde13c6e405f7942fd",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-2142854615
"Holovachov, O., Esquivel, A., Bongers, T.","6603865955; 7003959798; 6603779734","Free-living nematodes from nature reserves in Costa Rica. 5. Bunonematoidea (Rhabditida)",2003,"Nematology",5,"5",,665,676,,2,10.1163/156854103322746841,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542349917&partnerID=40&md5=7066e9a7480411362087faa6431922b5",Article,Final,"",Scopus,2-s2.0-1542349917
"DeShon, H.R., Schwartz, S.Y., Bilek, S.L., Dorman, L.M., Gonzalez, V., Protti, J.M., Flueh, E.R., Dixon, T.H.","7801443792; 55279711500; 57203288076; 7004375026; 35451298400; 7006160987; 7003329548; 7101998527","Seismogenic zone structure of the southern Middle America Trench, Costa Rica",2003,"Journal of Geophysical Research: Solid Earth",108,"10",,ESE 12,1 ESE 12-14,,66,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1442289243&partnerID=40&md5=981c4180cacd58e03c0867c6c1b9b537",Article,Final,"",Scopus,2-s2.0-1442289243
"Husen, S., Quintero, R., Kissling, E., Hacker, B.","6602982373; 55907182300; 57203707055; 7006140139","Subduction-zone structure and magmatic processes beneath Costa Rica constrained by local earthquake tomography and petrological modelling",2003,"Geophysical Journal International",155,"1",,11,32,,93,10.1046/j.1365-246X.2003.01984.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0142088815&partnerID=40&md5=87e024e60af963faeace1f8a48c46109",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-0142088815
"Vaselli, O., Tassi, F., Minissale, A., Montegrossi, G., Duarte, E., Fernández, E., Bergamaschi, F.","7003931314; 6602532097; 7003524984; 55957368000; 7005169289; 35614051300; 23966261800","Fumarole migration and fluid geochemistry at Poás Volcano (Costa Rica) from 1998 to 2001",2003,"Geological Society Special Publication",213,"",,247,262,,28,10.1144/GSL.SP.2003.213.01.15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141460675&partnerID=40&md5=b43b84a867b84a1a0d9a965c1d3bd267",Article,Final,"",Scopus,2-s2.0-0141460675
"Hine-Gómez, A., Valverde-Cerdas, L.","6507926126; 55666666600","In vitro establishment of Cryptomeria japonica (Taxocidaceae) | Establecimiento in vitro de Cryptomeria japonica (Taxocidaceae)",2003,"Revista de Biologia Tropical",51,"3-4",,683,690,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1842844307&partnerID=40&md5=e870c439bedb6acec0748e8eb463fcf7",Article,Final,"",Scopus,2-s2.0-1842844307
"Torres, V., Navarro, J.R., Pérez, T.","7102165877; 55493488300; 7103235653","Statistical models for processing experiments with repeated measurements in the same experimental unit",2003,"Cuban Journal of Agricultural Science",37,"3",,225,230,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0344118164&partnerID=40&md5=f0e1b03975d88a483e8890fc55c8d8ba",Article,Final,"",Scopus,2-s2.0-0344118164
"Celli, J., De Chastellier, C., Franchini, D.-M., Pizarro-Cerda, J., Moreno, E., Gorvel, J.-P.","6701919408; 7003574537; 12762127100; 6602868234; 7202827718; 7005675644","Brucella evades macrophage killing via VirB-dependent sustained interactions with the endoplasmic reticulum",2003,"Journal of Experimental Medicine",198,"4",,545,556,,423,10.1084/jem.20030088,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0041920932&partnerID=40&md5=4a69347c7fd7412ed90dad4542d77cfe",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-0041920932
"Holovachov, O., Esquivel, A., Bongers, T.","6603865955; 7003959798; 6603779734","Free-living nematodes from nature reserves in Costa Rica. 4. Cephalobina",2003,"Nematology",5,"1",,1,15,,8,10.1163/156854102765216632,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037595463&partnerID=40&md5=e5a7ac802b65e9d2ddf31021c0fc4265",Article,Final,"",Scopus,2-s2.0-0037595463
"Martinez, I., Rodriguez, L.L., Jimenez, C., Pauszek, S.J., Wertz, G.W.","7101802570; 7402239901; 57210402191; 6507206418; 7005866911","Vesicular stomatitis virus glycoprotein is a determinant of pathogenesis in swine, a natural host",2003,"Journal of Virology",77,"14",,8039,8047,,41,10.1128/JVI.77.14.8039-8047.2003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037744693&partnerID=40&md5=f5a41ed76500e85d9100366b4b201cb9",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037744693
"Romero, J.J., Frankena, K.","22433791100; 7003533213","The effect of the dam-calf relationship on serostatus to Neospora caninum on 20 Costa Rican dairy farms",2003,"Veterinary Parasitology",114,"3",,159,171,,24,10.1016/S0304-4017(03)00135-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038392795&partnerID=40&md5=fa8977eab9e94b0f0974c04baa908407",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0038392795
"Peña, J.C., Quesada, M.P., Hernández, M.U., Murillo, R.C.","7402535327; 6507569322; 8532136800; 7004714376","Distribution and abundance of Caiman crocodilus in the Caño Negro National Wild Life Refuge, Costa Rica (Spanish) | Distribución y abundancia de Caiman crocodilus en el Refugio Nacional de Vida Silvestre Caño Negro, Costa Rica",2003,"Revista de Biologia Tropical",51,"2",,571,578,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1642308030&partnerID=40&md5=38131302e1e8b7789f2df9080e4641a8",Article,Final,"",Scopus,2-s2.0-1642308030
"Peltomäki, P., Johansson, M., Ahrens, W., Sala, M., Wesseling, C., Brenes, F., Font, C., Husman, K., Janer, G., Kallas-tarpila, T., Kogevinas, M., Loponen, M., Solé, M.D., Tempel, J., Vasama-Neuvonen, K., Partanen, T.","7004975457; 56260846400; 7005654604; 7103244299; 7004008573; 6602462255; 15767240300; 55402755400; 6602303488; 6508351725; 7005967420; 6603548933; 7102092181; 6506920978; 6508052375; 7005662834","Social context for workplace health promotion: Feasibility considerations in Costa Rica, Finland, Germany, Spain and Sweden",2003,"Health Promotion International",18,"2",,115,126,,21,10.1093/heapro/18.2.115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037832615&partnerID=40&md5=c130790de0899be08dc81d36e037b6ba",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0037832615
"Frank, B., Eduardo, S.","6604080079; 6602477936","Biomass dynamics of Erythrina lanceolata as influenced by shoot-pruning intensity in Costa Rica",2003,"Agroforestry Systems",57,"1",,19,28,,16,10.1023/A:1022910310082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038477052&partnerID=40&md5=6dbbf83487bf0e9918b9db6d77bf2239",Article,Final,"",Scopus,2-s2.0-0038477052
"Ulloa Rojas, J.B., Verreth, J.A.J.","6506433711; 57207022070","Growth of Oreochromis aureus fed with diets containing graded levels of coffee pulp and reared in two culture systems",2003,"Aquaculture",217,"1-4",,275,283,,24,10.1016/S0044-8486(02)00273-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037451718&partnerID=40&md5=9fed8075b6709dfbf1e4846b635e42e5",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037451718
"Ficker, C.E., Arnason, J.T., Vindas, P.S., Alvarez, L.P., Akpagana, K., Gbéassor, M., De Souza, C., Smith, M.L.","6506663839; 10239421300; 11540700600; 13008901300; 6701331411; 6602595238; 7202183641; 56170624300","Inhibition of human pathogenic fungi by ethnobotanically selected plant extracts",2003,"Mycoses",46,"1-2",,29,37,,66,10.1046/j.1439-0507.2003.00838.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0345701492&partnerID=40&md5=b71bc5a71fdc95ae3de809629dc18bfb",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0345701492
"Benoit, J.P., McNutt, S.R., Barboza, V.","7202016692; 7003427177; 6506254243","Duration-amplitude distribution of volcanic tremor",2003,"Journal of Geophysical Research: Solid Earth",108,"3",,ESE 5,1 - 5-15,,33,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038165796&partnerID=40&md5=fd8e00b0170e41cac152f9686c231a48",Article,Final,"",Scopus,2-s2.0-0038165796
"Brenes, C.L., Coen, J.E., Chelton, D.B., Enfield, D.B., León, S., Ballestero, D.","6701549500; 7003749553; 7004590414; 7004029924; 7006526090; 7801374962","Wind driven upwelling in the Gulf of Nicoya, Costa Rica",2003,"International Journal of Remote Sensing",24,"5",,1127,1133,,14,10.1080/0143116021000028632,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037430078&partnerID=40&md5=ad910b7df06e8abdedfe3579dae0f327",Article,Final,"",Scopus,2-s2.0-0037430078
"Chaves-Olarte, E., Freer, E., Parra, A., Guzmán-Verri, C., Moreno, E., Thelestam, M.","6602745898; 6701421534; 7103066942; 6602305272; 7202827718; 7005511224","R-Ras glucosylation and transient RhoA activation determine the cytopathic effect produced by toxin B variants from toxin A-negative strains of Clostridium difficile",2003,"Journal of Biological Chemistry",278,"10",,7956,7963,,46,10.1074/jbc.M209244200,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037424238&partnerID=40&md5=f7d5db53b4f457f7e89770210c9156a3",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-0037424238
"Weiderpass, E., Vainio, H., Kauppinen, T., Vasama-Neuvonen, K., Partanen, T., Pukkala, E.","57205018947; 36050903400; 26022358800; 6508052375; 7005662834; 7102452915","Occupational exposures and gastrointestinal cancers among Finnish women",2003,"Journal of Occupational and Environmental Medicine",45,"3",,305,315,,54,10.1097/01.jom.0000052963.43131.44,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037343863&partnerID=40&md5=847cfd23fbf64d4355298de7a3650fa6",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037343863
"Alfaro, J., Muñoz, N., Vargas, M., Komen, J.","7007070673; 7102360571; 8262732900; 56608244900","Induction of sperm activation in open and closed thelycum penaeoid shrimps",2003,"Aquaculture",216,"1-4",,371,381,,35,10.1016/S0044-8486(02)00514-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037429179&partnerID=40&md5=2a29ab5815798c33754c007011b50f0b",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037429179
"Badilla, B., Arias, A.Y., Arias, M., Mora, G.A., Poveda, L.J.","6602939895; 57197492811; 57197041764; 7102047424; 6603810968","Anti-inflammatory and antinociceptive activities of Loasa speciosa in rats and mice",2003,"Fitoterapia",74,"1-2",,45,51,,25,10.1016/S0367-326X(02)00299-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037292435&partnerID=40&md5=0a323aefcc1264552855120b74a4650a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037292435
"Mario, S.K.","56603144000","The historical construction of quality and competitiveness: A preliminary discussion of coffee commodity chains",2003,"The Global Coffee Economy in Africa, Asia, and Latin America, 1500-1989",9780521818513,"",,120,156,,12,10.1017/CBO9780511512193.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928290465&partnerID=40&md5=b7c5e653c9f011602ed06ffb85d837ce",Book Chapter,Final,"",Scopus,2-s2.0-84928290465
"Vaughan, C., Gack, J., Solorazano, H., Ray, R.","7102679463; 57194881092; 57194881249; 57212746610","The Effect of environmental education on schoolchildren, their parents, and community members: A study of intergenerational and intercommunity learning",2003,"Journal of Environmental Education",34,"3",,12,21,,140,10.1080/00958960309603489,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84855934785&partnerID=40&md5=967bb8780dc3d767b0af398253b3ff45",Article,Final,"",Scopus,2-s2.0-84855934785
"Calderón, R.A., Sommeijer, M.J., de Ruijter, A., van Veen, J.W.","7007086348; 6701840715; 6602690126; 57218926101","The reproductive ability of Varroa destructor in worker brood of Africanized and hybrid honey bees in Costa Rica",2003,"Journal of Apicultural Research",42,"4",,65,67,,11,10.1080/00218839.2003.11101095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0345767273&partnerID=40&md5=3fa670495f599c4659b8070bde68b260",Article,Final,"",Scopus,2-s2.0-0345767273
"Nuñez-Rivas, H.P., Monge-Rojas, R., León, H., Roselló, M.","6506705131; 6601928814; 7006693849; 36777291500","Prevalence of overweight and obesity among Costa Rican elementary school children",2003,"Revista Panamericana de Salud Publica/Pan American Journal of Public Health",13,"1",,24,32,,41,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0345270410&partnerID=40&md5=46596d02d267503ed5235f250df36f4e",Article,Final,"",Scopus,2-s2.0-0345270410
"Segura-Bonilla, O.","6507862669","Competitiveness, systems of innovation and the learning economy: The forest sector in Costa Rica",2003,"Forest Policy and Economics",5,"4",,373,384,,20,10.1016/S1389-9341(03)00036-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0344531528&partnerID=40&md5=c28a6c720015ea1ad1308ce93ea0000e",Conference Paper,Final,"",Scopus,2-s2.0-0344531528
"Molina, R., Galina, C.S., Maquivar, M., Estrada, S., Chávez, A., Díaz, G.S.","7202381765; 7004599978; 6507956078; 7003795646; 57224705031; 57210741185","Pregnancy rate in Zebu cows with two different postpartum intervals exposed to a two-bull rotational system",2003,"Veterinary Research Communications",27,"8",,671,680,,8,10.1023/A:1027303926829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0344035498&partnerID=40&md5=c14186c2ad7bf0aa82a0026f7f7ecc60",Article,Final,"",Scopus,2-s2.0-0344035498
"Omar, S., Godard, K., Ingham, A., Hussain, H., Wongpanich, V., Pezzuto, J., Durst, T., Eklu, C., Gbeassor, M., Sanchez-Vindas, P., Poveda, L., Philogene, B.J.R., Arnason, J.T.","7101978014; 6507035003; 57213286321; 7005606240; 6507813637; 35392643400; 7005593943; 6504353378; 6602595238; 6602463978; 6603810968; 6603905920; 10239421300","Antimalarial activities of gedunin and 7-methoxygedunin and synergistic activity with dillapiol",2003,"Annals of Applied Biology",143,"2",,135,141,,34,10.1111/j.1744-7348.2003.tb00279.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141727492&partnerID=40&md5=c8aeb92ef2462c1a4380c46a6583b4c7",Conference Paper,Final,"",Scopus,2-s2.0-0141727492
"Calderón, R.A., Van Veen, J., Arce, H.G., Esquivel, M.E.","7007086348; 57218926101; 7003445842; 7003768990","Presence of deformed wing virus and Kashmir bee virus in Africanized honey bee colonies in Costa Rica infested with Varroa destructor",2003,"Bee World",84,"3",,112,116,,17,10.1080/0005772X.2003.11099586,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141590392&partnerID=40&md5=915828655a526866f5b9439f31d73e42",Review,Final,"",Scopus,2-s2.0-0141590392
"Partanen, T., Chaves, J., Wesseling, C., Chaverri, F., Monge, P., Ruepert, C., Aragón, A., Kogevinas, M., Hogstedt, C., Kauppinen, T.","7005662834; 7005106282; 7004008573; 6508280709; 6603886084; 6603401592; 57206174933; 7005967420; 7006160014; 26022358800","Workplace carcinogen and pesticide exposures in Costa Rica",2003,"International Journal of Occupational and Environmental Health",9,"2",,104,111,,27,10.1179/oeh.2003.9.2.104,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0043287935&partnerID=40&md5=316c24e7554eabcd2da43dbea78f44d3",Article,Final,"",Scopus,2-s2.0-0043287935
"Kutschbach, M.S.","6507050636","Land, labor and technology in the development of agrarian capitalism in Costa Rica | Tierra, trabajo y tecnología en el desarrollo del capitalismo agrario en Costa Rica",2003,"Historia Agraria",,"29",,81,104,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042267375&partnerID=40&md5=7c2789bfaf3b963f0e6fb76bae3055e3",Article,Final,"",Scopus,2-s2.0-0042267375
"Ulloa Rojas, J.B., Verreth, J.A.J., Amato, S., Huisman, E.A.","6506433711; 57207022070; 7102729856; 7003652562","Biological treatments affect the chemical composition of coffee pulp",2003,"Bioresource Technology",89,"3",,267,274,,58,10.1016/S0960-8524(03)00070-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038656635&partnerID=40&md5=4143d809b0f0e558cad83468fcafa693",Article,Final,"",Scopus,2-s2.0-0038656635
"Berrocal, A., López, A.","7004875006; 7401455408","Pulmonary sarcocystosis in a puppy with canine distemper in Costa Rica",2003,"Journal of Veterinary Diagnostic Investigation",15,"3",,292,294,,12,10.1177/104063870301500314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037977060&partnerID=40&md5=8ed8fa9503cebe4c8958c9b32b047771",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-0037977060
"Nakayama, K., Masuda, T., Cao, A., Vega-Baudrit, J., Pereira, R.","7403667503; 57206581975; 7201452256; 8611304200; 57214661928","Orientation effect in poly (butylene succinate) fibers",2003,"Polymers and Polymer Composites",11,"1",,51,56,,3,10.1177/096739110301100106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037259430&partnerID=40&md5=b842383cd08990d08cec9312eeefd7b5",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0037259430
"Kauppinen, T., Heikkilä, P., Partanen, T., Virtanen, S.V., Pukkala, E., Ylöstalo, P., Burstyn, I., Ferro, G., Boffetta, P.","26022358800; 7006489627; 7005662834; 7102352096; 7102452915; 7006121911; 7003823994; 7102149768; 7102621930","Mortality and cancer incidence of workers in finnish road paving companies",2003,"American Journal of Industrial Medicine",43,"1",,49,57,,39,10.1002/ajim.10161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037226393&partnerID=40&md5=9b200a0649e500fb90b743fe1885c8d4",Article,Final,"",Scopus,2-s2.0-0037226393
